7.7,95.8,1
4.2,92.3,1
22.6,76.8,0
30.2,51.0,0
23.9,60.5,0
75.3,6.8,1
0.5,96.9,1
2.1,85.6,1
30.3,67.7,0
25.4,66.8,0
22.9,68.1,0
67.2,19.5,1
23.6,72.8,0
8.5,84.3,1
69.5,5.0,1
26.9,60.9,0
62.3,18.1,1
54.9,20.0,1
69.5,22.0,1
15.7,99.8,1
16.5,94.5,1
25.8,65.4,0
5.1,91.3,1
11.3,98.8,1
51.7,11.0,1
12.5,96.2,1
9.5,89.7,1
24.9,60.9,0
28.3,52.6,0
14.8,98.7,1
73.8,6.7,1
23.3,58.1,0
24.3,63.0,0
2.0,97.3,1
2.9,91.7,1
48.1,24.2,1
29.7,58.1,0
51.4,32.1,1
27.6,64.8,0
25.3,53.9,0
4.7,94.6,1
30.3,62.1,0
57.3,10.3,1
6.0,89.4,1
17.3,93.7,1
13.6,90.7,1
16.4,88.9,1
6.9,82.7,1
72.9,10.2,1
48.3,23.8,1
17.5,96.9,1
29.8,66.8,0
31.8,45.3,0
28.1,65.4,0
27.8,54.8,0
49.0,10.2,1
27.9,70.5,0
26.0,70.1,0
30.0,43.4,0
26.3,71.3,0
24.4,52.6,0
23.0,55.8,0
54.3,15.9,1
0.7,90.0,1
78.1,8.3,1
46.5,29.4,1
26.7,70.7,0
30.8,59.0,0
6.8,80.7,1
29.8,68.5,0
26.8,52.5,0
60.4,8.1,1
30.1,58.7,0
78.7,17.3,1
5.2,98.2,1
28.3,52.8,0
23.7,72.9,0
8.8,96.5,1
24.6,78.5,0
5.8,84.5,1
17.8,83.7,1
31.4,60.1,0
11.6,80.3,1
25.5,54.3,0
30.6,60.7,0
26.0,47.8,0
38.3,14.6,1
4.3,95.0,1
24.5,79.6,0
27.1,59.0,0
52.0,16.3,1
54.0,26.7,1
9.4,88.6,1
8.0,98.1,1
28.3,47.9,0
6.7,92.1,1
30.2,77.5,0
28.0,53.0,0
9.7,83.5,1
26.0,46.4,0
24.9,53.2,0
43.4,30.0,1
42.6,30.5,1
32.3,69.0,0
27.5,53.8,0
6.1,94.0,1
7.9,88.8,1
23.7,55.5,0
14.6,86.0,1
2.1,89.2,1
29.8,57.9,0
3.7,96.2,1
23.7,75.5,0
22.5,67.8,0
31.8,50.9,0
30.6,63.0,0
30.2,64.3,0
77.0,21.6,1
17.8,91.3,1
43.6,11.3,1
22.7,55.8,0
0.8,90.7,1
27.9,61.0,0
22.1,65.8,0
29.5,60.6,0
30.5,56.6,0
29.4,53.2,0
71.3,24.8,1
27.2,69.5,0
24.8,81.8,0
24.4,58.8,0
10.1,86.9,1
50.0,24.3,1
31.1,53.3,0
39.9,22.0,1
32.2,59.9,0
39.7,15.4,1
3.2,85.7,1
9.7,97.5,1
27.3,59.8,0
33.5,55.6,0
41.1,15.3,1
59.0,21.7,1
27.2,63.9,0
47.4,10.5,1
13.7,88.8,1
29.9,52.8,0
29.5,55.0,0
57.6,23.1,1
48.9,27.7,1
13.5,91.6,1
30.3,62.4,0
23.1,74.5,0
29.0,66.2,0
29.3,62.2,0
23.4,56.5,0
10.2,91.8,1
40.1,14.1,1
25.7,49.3,0
30.1,53.3,0
12.6,83.5,1
23.4,70.7,0
4.6,89.4,1
37.7,33.5,1
26.9,62.9,0
29.2,47.6,0
75.9,12.0,1
50.0,22.3,1
32.1,73.2,0
3.8,85.8,1
76.1,24.1,1
0.1,98.3,1
6.7,85.2,1
68.0,17.0,1
25.7,67.2,0
30.6,50.6,0
29.6,45.2,0
36.6,15.5,1
13.2,90.6,1
67.0,15.8,1
10.2,92.6,1
51.5,14.0,1
14.5,82.4,1
27.9,49.4,0
6.5,86.4,1
29.7,61.4,0
26.4,65.9,0
4.3,93.9,1
59.7,17.4,1
61.6,15.3,1
22.9,54.2,0
73.9,9.4,1
40.8,32.0,1
38.9,28.5,1
30.1,76.9,0
73.4,10.9,1
26.5,47.1,0
24.9,68.4,0
26.4,66.7,0
31.7,61.3,0
31.2,73.5,0
30.8,68.7,0
67.8,14.4,1
50.3,15.3,1
25.9,47.3,0
52.5,34.0,1
28.0,69.9,0
71.0,11.0,1
10.9,96.9,1
38.9,33.7,1
27.6,51.1,0
61.7,23.7,1
29.2,77.4,0
7.8,86.7,1
10.0,97.8,1
0.1,86.3,1
25.8,61.6,0
8.7,96.2,1
32.1,66.7,0
76.9,5.9,1
22.9,66.1,0
30.7,68.9,0
0.5,91.4,1
10.9,90.2,1
22.5,47.6,0
14.6,98.2,1
1.3,91.5,1
29.2,51.8,0
28.2,55.9,0
25.5,44.4,0
59.3,21.9,1
25.5,56.0,0
28.7,48.1,0
24.8,73.2,0
29.9,57.3,0
31.3,71.1,0
22.7,68.1,0
26.7,49.8,0
23.9,62.3,0
5.4,91.6,1
0.8,89.9,1
29.8,49.9,0
14.2,99.1,1
42.2,20.6,1
2.3,87.0,1
25.0,63.3,0
45.1,27.1,1
5.8,99.6,1
28.8,53.4,0
26.5,63.4,0
41.9,22.7,1
30.4,68.1,0
25.7,62.4,0
7.1,84.8,1
